1, 0, 1.50299913768820907e+01, 2.98000000000000007e+01
1, 0, 2.25920355517511640e+00, 3.83099999999999996e+00
1, 0, 1.11663133438434747e+00, 3.43699999999999983e+00
1, 0, 6.70737535706995347e-01, 3.66500000000000004e+00
1, 0, 4.48072342242087807e-01, 4.32500000000000018e+00
1, 0, 3.20600332319036729e-01, 5.35599999999999987e+00
1, 0, 2.40764030534316942e-01, 6.72100000000000009e+00
1, 0, 1.87442911457963712e-01, 8.39899999999999913e+00
1, 0, 1.50061814141148692e-01, 1.02300000000000004e+01
1, 1, 2.44837438964532961e+00, 2.60300000000000020e+00
1, 1, 1.19173448768480417e+00, 3.55900000000000016e+00
1, 1, 7.06919971469643360e-01, 5.51999999999999957e+00
1, 1, 4.68091214709046077e-01, 8.36800000000000033e+00
1, 1, 3.32791305369713519e-01, 1.19900000000000002e+01
1, 1, 2.48723224888143246e-01, 1.63200000000000003e+01
1, 1, 1.92920155292934992e-01, 2.13099999999999987e+01
1, 1, 1.53989369542299220e-01, 2.67399999999999984e+01
1, 2, 2.50927755326527624e+00, 3.66900000000000004e+00
